Channelid,subscribercount,totalviews,channelname,title,uploader,channelurl,shortdescription
UCF8Ar7alYrtOI5SF6b7T0xA,4720000.0,,Tips Punjabi,Tips Punjabi,Tips Punjabi,https://www.youtube.com/channel/UCF8Ar7alYrtOI5SF6b7T0xA,Presenting the official high octane Punjabi channel of Tips Music Limited. - TIPS PUNJABI; all pumped up with The Must Have Hits from Punjabi entertainment! SUBSCRIBE NOW for all upbeat and foot-tapping Punjabi songs! Contact For Movie & Al
UChkldSmdylQA-9MTgc_KN1Q,871000.0,,Kaur B,Kaur B,Kaur B,https://www.youtube.com/channel/UChkldSmdylQA-9MTgc_KN1Q,Kaur B Official YouTube Channel
UCQoY_9ZKWKCOWGENzg2INIQ,2800000.0,,Panj-aab Records,Panj-aab Records,Panj-aab Records,https://www.youtube.com/channel/UCQoY_9ZKWKCOWGENzg2INIQ,Official Youtube of Panj-aab Records Founded by Harwinder Singh Sidhu
UCFRe1i5lu0H26RgEBWR1gpA,1490000.0,,Altra Moda Music,Altra Moda Music,Altra Moda Music,https://www.youtube.com/channel/UCFRe1i5lu0H26RgEBWR1gpA,Dutch Independent Record Company
UCHJW1_0oPzYZl89wX_jhrgA,4680000.0,,PTCPunjabi,PTCPunjabi,PTCPunjabi,https://www.youtube.com/channel/UCHJW1_0oPzYZl89wX_jhrgA,"PTC Punjabi is one of the largest leading Punjabi entertainment channels. We bring you the best of Punjabi TV shows, music, movies, comedy, musical events, award shows, and much more. Since its launch, PTC Punjabi has created a unique space"
UCyXTmEh_ftszgyO3FTe4-jA,4650000.0,,VehliJantaRecords,VehliJantaRecords,VehliJantaRecords,https://www.youtube.com/channel/UCyXTmEh_ftszgyO3FTe4-jA,"The Official YouTube Channel of Vehli Janta Records also known as Vehli Janta, one of the leading Music Labels in Punjab. Producing music with unique style and taste since 2013. Our widely accepted and acclaimed Punjabi Tracks are: Thokar -"
UCwRGk5MWcQA0FExllUb7dPw,107000.0,,IGMOR,IGMOR,IGMOR,https://www.youtube.com/channel/UCwRGk5MWcQA0FExllUb7dPw,"IGMOR is the musical alias of a dedicated producer whose name stands for ""I Got My Own Rhythm,"" a tagline that resonates through every track. The name IGMOR emerged in 2015-16, marking the beginning of a solo career after previously working"
UCwfXMKR0eahyJtYpMZCRb2w,11.0,,@HV.song-26,@HV.song-26,@HV.song-26,https://www.youtube.com/channel/UCwfXMKR0eahyJtYpMZCRb2w,"#welcome to my creative music channel nusrat fateh ali khan saab...💌🏅🎧 #creative music #kavali ... song lover❤️❤️❤️ #https://youtube.com/@HV.song-26?si=BiIvuW_C0C6DmHtB #like,share and subscribe 😉"
UCdPsNbQIs6U36fyMdkzOvbQ,882000.0,,Navaan Sandhu,Navaan Sandhu,Navaan Sandhu,https://www.youtube.com/channel/UCdPsNbQIs6U36fyMdkzOvbQ,This is official Youtube channel of Punjabi Singer Navaan Sandhu. Digital Distribution Partner :- SkyDigital https://www.instagram.com/skydigitalo... Contact :- +91-8264300099
UCxwKdoOW_pLVuCBLOowmIgQ,36200.0,,Bai G,Bai G,Bai G,https://www.youtube.com/channel/UCxwKdoOW_pLVuCBLOowmIgQ,Music producer Business enquiry - baiofficials@gmail.com insta - https://bit.ly/3hjyr6w
UCDT0kPC8mb6I6Lxwew6Rs7Q,341000.0,,prabhjot deol,prabhjot deol,prabhjot deol,https://www.youtube.com/channel/UCDT0kPC8mb6I6Lxwew6Rs7Q,Instagram 👉🏻 prabhjot_deol01 Snapchat👉🏻 prabhjotdeol0
UChpowYb4m8MAH0m9qWf04lg,97300.0,,HLV STUDIOS,HLV STUDIOS,HLV STUDIOS,https://www.youtube.com/channel/UChpowYb4m8MAH0m9qWf04lg,A new world of music and entertainment
UCGhf4AKgr5tvsXTlP1tXDNQ,3460.0,,🔴Gurdwara C Block Gurbani Live,🔴Gurdwara C Block Gurbani Live,🔴Gurdwara C Block Gurbani Live,https://www.youtube.com/channel/UCGhf4AKgr5tvsXTlP1tXDNQ,Gurdwara sri guru singh sabha C-Block vikaspuri saver sham de deevan live kita janda hai Benti hai aap ji channel nu subscribe karo like share comments karo ji
UChPCmD6OLtEoONpR0C3fQew,239000.0,,Freq Records,Freq Records,Freq Records,https://www.youtube.com/channel/UChPCmD6OLtEoONpR0C3fQew,"Welcome to Freq Records – your ultimate destination for the latest and greatest Punjabi songs! We're all about bringing you the freshest hits from the vibrant world of Punjabi music, featuring top artists and rising stars. From catchy beats"
UCClcPijQhZFDY9InPndsPDw,28800.0,,Magic Rings,Magic Rings,Magic Rings,https://www.youtube.com/channel/UCClcPijQhZFDY9InPndsPDw,#MagicRings
UCOuYoMN_OALKU1IOiPTxS0g,2150.0,,Real_Babu_Raban_01,Real_Babu_Raban_01,Real_Babu_Raban_01,https://www.youtube.com/channel/UCOuYoMN_OALKU1IOiPTxS0g,
UCs-ZxMeaZXOmFSj3B6PwDuw,980000.0,,Red Leaf Music,Red Leaf Music,Red Leaf Music,https://www.youtube.com/channel/UCs-ZxMeaZXOmFSj3B6PwDuw,Red Leaf Music
UCmwZIuy9LKeGDX47Xf5mH9A,234000.0,,Harshal Music,Harshal Music,Harshal Music,https://www.youtube.com/channel/UCmwZIuy9LKeGDX47Xf5mH9A,Music Producer/Mix & Mastering/Cover/Mashup Artist Contac us For Music Production : Djharshal.rajput478@gmail.com
UCwStn8BvxEaBCYLVUhVRNYQ,330000.0,,Punjabi Oye Hoye,Punjabi Oye Hoye,Punjabi Oye Hoye,https://www.youtube.com/channel/UCwStn8BvxEaBCYLVUhVRNYQ,"Punjabi Oye Hoye is your ultimate destination for the latest and greatest in new age Punjabi music. Our channel features a diverse collection of Punjabi songs, ranging from the biggest hits by well-known artists to the most exciting tracks "
UC2yaXzN5uug1mEIbfvqp81A,487000.0,,Saaz Records,Saaz Records,Saaz Records,https://www.youtube.com/channel/UC2yaXzN5uug1mEIbfvqp81A,"Welcome to official Youtube channel of Saaz records. We are an Indian music label known to publish a wide variety of music in Punjabi, Hindi & other regional languages including Haryanvi. Please explore our published videos to see the wonde"
UC03t_ekDdKC_EwlPBbiP58g,653000.0,,Vintage Records,Vintage Records,Vintage Records,https://www.youtube.com/channel/UC03t_ekDdKC_EwlPBbiP58g,"Welcome to the Vintage Records YouTube channel. Our mission is to bring the vibrant sounds of Punjab to a global audience, fostering a deep connection between artists and listeners. We take pride in producing high-quality music videos, albu"
UC8HBwZFJop6elIzoov-g7bw,4310000.0,,VIP Records,VIP Records,VIP Records,https://www.youtube.com/channel/UC8HBwZFJop6elIzoov-g7bw,"A UK based independent record label, music publishing and media company. Promoting and managing talented artists worldwide. Specialising in producing content followed by a global Punjabi and English language speaking audience."
UCgFQKIRz-PfZWGL94nuAB2g,59600.0,,Rai Beats,Rai Beats,Rai Beats,https://www.youtube.com/channel/UCgFQKIRz-PfZWGL94nuAB2g,"This Is The Official Channel Of Rai Beats (Canada) Rai Beats believes in bringing world close together through its music, so all the music lovers who believe in magic of music come and join us. © 2019 Rai Beats"
UCF71ty_YcjjBsKHxPpKj4PQ,242000.0,,CGC MOVIE,CGC MOVIE,CGC MOVIE,https://www.youtube.com/channel/UCF71ty_YcjjBsKHxPpKj4PQ,
UCm_eKmYzM54L1IZ7DHdfq7A,99700.0,,Husky Music,Husky Music,Husky Music,https://www.youtube.com/channel/UCm_eKmYzM54L1IZ7DHdfq7A,Official YouTube Channel of Husky Music Contact For Release New Track : +91 7087157971 Email id : Huskymusic2022@gmail.com
UCGJEtZB0Nj3rT3zZfyfjIZQ,711000.0,,MUSICREATIONZ STUDIO,MUSICREATIONZ STUDIO,MUSICREATIONZ STUDIO,https://www.youtube.com/channel/UCGJEtZB0Nj3rT3zZfyfjIZQ,"MUSICREATIONZ STUDIO is Punjabi Music Record label in the world combining feet tapping tunes accompanied with vibrant voices as the identifier of Punjabi culture. With best of artistes in Punjabi Music and a huge repertoire of hits, this is"
UCcDVCz0tRcKniCjzm685UxQ,133.0,,Saloni Tanwer,Saloni Tanwer,Saloni Tanwer,https://www.youtube.com/channel/UCcDVCz0tRcKniCjzm685UxQ,innocent_jogan
UCSzR8ZPUXk63Tu0DfBxvTmg,438000.0,,MUSIC PEARLS RECORDING COMPANY,MUSIC PEARLS RECORDING COMPANY,MUSIC PEARLS RECORDING COMPANY,https://www.youtube.com/channel/UCSzR8ZPUXk63Tu0DfBxvTmg,"Music Pearls Recording Company Ludhiana along with Muse Music Company is a well renowned Music Label in Indian Music Industry. Since1988,We have introduced World Famous Legend Singers like Lehmber Hussainpuri, Kaka Bhainia, Major Rajasthani"
UCvFigYBD4PWAS3UE2wqrC9A,30200.0,,Moon Studio Official,Moon Studio Official,Moon Studio Official,https://www.youtube.com/channel/UCvFigYBD4PWAS3UE2wqrC9A,Mehfil e Naat Wedding Events Music Show Live Out Door Shoot In Door Shoot 4K Videos : HD Videos : Photography : All In One Events : Professional Camera Operator Ijaz Ahmad : Contact No. 0333.6208520
UCbGsgAZ5yV1IGgEpeqpaR4A,304.0,,Ayan M Official,Ayan M Official,Ayan M Official,https://www.youtube.com/channel/UCbGsgAZ5yV1IGgEpeqpaR4A,1k subscribe kar do 🎵 Official Channel of Ayan Alli 📧 For business: imd11052@gmail.com 🎧 Music | Rap | Vibes 🔔 Subscribe for latest uploads! 🎤 Independent Punjabi Artist | Rapper 🎵 Original Music | Sad + Romantic Vibes 💼 For Collabs & Spons
UCAeuhAPxSHBT-JHUnyJxGAg,16500.0,,Ali Patente Center,Ali Patente Center,Ali Patente Center,https://www.youtube.com/channel/UCAeuhAPxSHBT-JHUnyJxGAg,"👋 Welcome to Ali Patente Center! 🚗📘 Hum Italy mein driving license ki theory test ki tayari karwate hain. 📚 Ap ko study karwate hain taake aap Patente Am ,A, A1, KB, B, C, CQC, AM ka theory pass kar saken ✅ 🗣️ Hum Hindi aur Urdu mein transl"
UCCtTbwNatDRL6NGhCmSeDNw,84500.0,,Genuine Productions,Genuine Productions,Genuine Productions,https://www.youtube.com/channel/UCCtTbwNatDRL6NGhCmSeDNw,Subscribe the channel for latest punjabi music.
UCltxfNG21ZtK2pIZ4OMz2qw,429000.0,,Music Kamaal,Music Kamaal,Music Kamaal,https://www.youtube.com/channel/UCltxfNG21ZtK2pIZ4OMz2qw,"Music is the strongest form of magic. “Music Kamaal” is the most growing music label in the industry, leads to connect the world through the different genre with its music. Channel is well known in the industry, having myriad of songs in di"
UCNzUPgco2IMM0097imydPRg,230000.0,,Navi Suniara,Navi Suniara,Navi Suniara,https://www.youtube.com/channel/UCNzUPgco2IMM0097imydPRg,Fitness lifestyle
UCxljy7ODREEPMHh0Nv8tqPQ,8150.0,,Umzz D official,Umzz D official,Umzz D official,https://www.youtube.com/channel/UCxljy7ODREEPMHh0Nv8tqPQ,Mirpuri gang 🇵🇰 New channel make sure follow this 1 Snapchat: Umar7865123 Insta : umzz_d
UCdcura9N4EzQUeaI0HgMEtw,35200.0,,2point9 Records,2point9 Records,2point9 Records,https://www.youtube.com/channel/UCdcura9N4EzQUeaI0HgMEtw,OFFICIAL YOUTUBE PAGE OF 2POINT9
UCiE2gEfINCt7InqJP6SOrQQ,667000.0,,Leaf Records,Leaf Records,Leaf Records,https://www.youtube.com/channel/UCiE2gEfINCt7InqJP6SOrQQ,Leaf Records Official Youtube Channel Subscribe for new updates.
UCo07fumrTn1w4AxcU4j_uDw,17300000.0,,Times Music,Times Music,Times Music,https://www.youtube.com/channel/UCo07fumrTn1w4AxcU4j_uDw,"🎶 Welcome to Times Music – Your Ultimate Destination for Timeless Tunes! 🎶 Times Music, one of India’s leading music labels, brings you a rich and diverse collection of devotional music, Bollywood hits, independent artists, regional songs, "
UCT0DkxfxRFkwPzUHWv_KZfA,23100.0,,MasterDVEVO,MasterDVEVO,MasterDVEVO,https://www.youtube.com/channel/UCT0DkxfxRFkwPzUHWv_KZfA,
UCVSqPlL-OIli8v_0U48tZig,45500.0,,CULTURESHOCKOFFICIAL,CULTURESHOCKOFFICIAL,CULTURESHOCKOFFICIAL,https://www.youtube.com/channel/UCVSqPlL-OIli8v_0U48tZig,"CULTURE SHOCK - best described as urban desi fusion music - consists of DJ Baba Kahn, Punjabi singer Sunny Brown and English RnB singer Lomaticc. Eager to connect with fans Culture Shock can be found on Instagram @babakahn Join Culture Shoc"
UCH_0T5Ubm6cQ25BiDspt-8g,304000.0,,Gurpreet Chattha,Gurpreet Chattha,Gurpreet Chattha,https://www.youtube.com/channel/UCH_0T5Ubm6cQ25BiDspt-8g,"""My Voice Is My Identity"" Gurpreet Chattha"
UCZRdNleCgW-BGUJf-bbjzQg,7320000.0,,Diljit Dosanjh,Diljit Dosanjh,Diljit Dosanjh,https://www.youtube.com/channel/UCZRdNleCgW-BGUJf-bbjzQg,OFFICIAL YouTube Channel Of DILJIT SINGH DOSANJH . SUBSCRIBE And Get ACCESS To LATEST Updates .
UCRDMFwvsGc1tcahzGsWk1gQ,368000.0,,Happy Jeet Pencher Wala,Happy Jeet Pencher Wala,Happy Jeet Pencher Wala,https://www.youtube.com/channel/UCRDMFwvsGc1tcahzGsWk1gQ,Official Channel of Happy Jeet Pencher Wala SUBSCRIBE US FRIENDS FOR MORE For live comedy shows worldwide Digital Partner :- One Media Network
UCjuV-yJ3ceiHI4ixglXxksA,5790000.0,,Crown Records,Crown Records,Crown Records,https://www.youtube.com/channel/UCjuV-yJ3ceiHI4ixglXxksA,Now Owned and Operated by Hub Entertainment Welcome to Crown Records 💿- The one stop destination for your musical experience . With the most versatile catalogue of songs we stand 5.7M strong with you all . Crown Records is committed to brin
UCD0Hu-1xvkZ9ixaP8eUmbdQ,2020000.0,,Shree Brar,Shree Brar,Shree Brar,https://www.youtube.com/channel/UCD0Hu-1xvkZ9ixaP8eUmbdQ,"Shree Brar is a singer and lyricist who mainly works in the Punjabi Music Industry. He has sung and wrote many popular songs like Kisan Anthem, Tera Yaar Rakane, 7 Raniyan, Bhabhi, Yes Or No, 8 Raflaan, 2 Raflaan, Booha, Vail, Dhiyan, Badma"
UC9Gjog4enoDWRWTaYuamx1g,14300000.0,,Jass Records,Jass Records,Jass Records,https://www.youtube.com/channel/UC9Gjog4enoDWRWTaYuamx1g,"Welcome to Jass Records – The Home of Punjabi Songs! Well-known Punjabi music company that has been shaping the Punjabi music industry since its establishment in 2014 by Jasvir Pall Singh. Over the years, we have introduced some of the most"
UCe14euMpLM9SVjPUhJOJuaA,873000.0,,Sajjan Adeeb,Sajjan Adeeb,Sajjan Adeeb,https://www.youtube.com/channel/UCe14euMpLM9SVjPUhJOJuaA,"Sajjan Adeeb is an Indian singer, songwriter and actor. Born in Punjab, India he is well known for his versatile voice, which he has used to sing genres ranging from folk to hip-hop. Sajjan Adeeb has quickly risen to prominence in the Punja"
UCsaXTlOmt0o9aGeC_n_r8VQ,4350000.0,,APDHILLON,APDHILLON,APDHILLON,https://www.youtube.com/channel/UCsaXTlOmt0o9aGeC_n_r8VQ,
UCZCT3nG-B2u5fj6LsZZeXHw,9520000.0,,Thar Production,Thar Production,Thar Production,https://www.youtube.com/channel/UCZCT3nG-B2u5fj6LsZZeXHw,"Thar Production has well equipped, in-house, quality voice recording studio, production house for shooting dramas, telefilms, songs and live shows and an ultra modern, sound proof facility for indoor live audio and video shootings. For Rele"
UC5lIm1PTrIruFBu9WYWKI2g,752000.0,,Collab Creations,Collab Creations,Collab Creations,https://www.youtube.com/channel/UC5lIm1PTrIruFBu9WYWKI2g,"An independent music publishing, management and media company promoting new talent worldwide."
UCG4yp2G1IbK4ZQFrNZySXvQ,935000.0,,Saraiki Music Baba,Saraiki Music Baba,Saraiki Music Baba,https://www.youtube.com/channel/UCG4yp2G1IbK4ZQFrNZySXvQ,Hi Viewer's We are uploading Best Music Entertainment Content on Daily Basis.
UCwqFUB2d_VQZvLkEdSm9gaA,2510000.0,,The Punjabi Tune,The Punjabi Tune,The Punjabi Tune,https://www.youtube.com/channel/UCwqFUB2d_VQZvLkEdSm9gaA,
UCHcDpS0TXITVs0ZrBSIsEsA,14400000.0,,Lokdhun Punjabi,Lokdhun Punjabi,Lokdhun Punjabi,https://www.youtube.com/channel/UCHcDpS0TXITVs0ZrBSIsEsA,"This Channel is dedicated to all Punjabi music makers, listeners and lovers....A Collection of all Latest & All Time Hit Punjabi Songs under one Single Channel!!! We give a platform for upcoming & aspiring Artists to provide them with a Lau"
UCJwrmby9xD2nL1oKLH5gESg,720000.0,,Zahoor Ahmad Lohar,Zahoor Ahmad Lohar,Zahoor Ahmad Lohar,https://www.youtube.com/channel/UCJwrmby9xD2nL1oKLH5gESg,آپ تمام دوستوں کو جناب خاں صاحب ظھور احمد لوہار صاحب کے چینل پر خوش آمدید کہتے ہیں جیسا کہ آپ تمام دوست جانتے ہیں کہ جناب خاں صاحب ظہور احمد لوہار صاحب طالب حسین درد صاحب کے شاگرد ھیں اور صحیح معائنوں میں شاگرد ہونے کا حق ادا کیا ہے اور اس 
UCoBZjU5zDSWhlewGr3KJdrg,2840000.0,,Kaka,Kaka,Kaka,https://www.youtube.com/channel/UCoBZjU5zDSWhlewGr3KJdrg,Kaka - Official Artist Youtube Channel ● SUBSCRIBE US - https://bit.ly/3BBpdqnKaka ● Follow Us ON INSTAGRAM - https://www.instagram.com/kaka._.ji/
UC2Z2M3HR-yAbUpAdyXEGBOQ,4330000.0,,Bamb Beats,Bamb Beats,Bamb Beats,https://www.youtube.com/channel/UC2Z2M3HR-yAbUpAdyXEGBOQ,Welcome To The Official Youtube Channel Of Bamb Beats
UCSrkTiMBCGhzkVaJ9l1jFDA,139000.0,,AY Media Records,AY Media Records,AY Media Records,https://www.youtube.com/channel/UCSrkTiMBCGhzkVaJ9l1jFDA,"AY { AMRIT YUVRAAJ } AY Media Records official Youtube Channel- ਆਪਣਾਂ ਪੰਜਾਬ Believes in Bringing the world closer together through its music whether it be Romantic, bhangra. Desi & Sad songs. Enjoy Latest Punjabi songs & Stay connected with"
UCx3j8mUWKkzXe-wSrEAc75w,1460000.0,,Vaaho Entertainments,Vaaho Entertainments,Vaaho Entertainments,https://www.youtube.com/channel/UCx3j8mUWKkzXe-wSrEAc75w,"Welcome to YouTube Channel, we are here to Entertain you. Subscribe our channel ... keep supporting... like share and pls give your valuable review to our songs... Thanks 😊 keep supporting 👍 Contact us= +91-88966-50000"
UCTWcmUVWqc9kmMNDIAMuVoQ,51300.0,,Chobbar Yaar,Chobbar Yaar ,Chobbar Yaar,https://www.youtube.com/channel/UCTWcmUVWqc9kmMNDIAMuVoQ,❤️ SUBSCRIBE NOW ❤️ YOUTUBE CHANNEL 🙏🙏 Love you guys Thanks So Much
UCbZz5m2qA7mZ_hluIBLImIw,767000.0,,Haani Records,Haani Records,Haani Records,https://www.youtube.com/channel/UCbZz5m2qA7mZ_hluIBLImIw,
UCJ0onvAKkB4WmbQfmg6rU_w,287000.0,,Jorge Gill Music,Jorge Gill Music,Jorge Gill Music,https://www.youtube.com/channel/UCJ0onvAKkB4WmbQfmg6rU_w,Welcome to our Official YouTube Channel Of Jorge Gill Subscribe Our Channel For All New Project's and Back To Back Songs 🎵
UCpYy7WbHFumGMRaV1MIB1Vw,3100.0,,Swarn Dhuri,Swarn Dhuri,Swarn Dhuri,https://www.youtube.com/channel/UCpYy7WbHFumGMRaV1MIB1Vw,Happy life and happiness things love you guys and Health is wealth
UCyYhB1bENJloiVoK1Hod_vg,4580000.0,,Moviebox Record Label,Moviebox Record Label,Moviebox Record Label,https://www.youtube.com/channel/UCyYhB1bENJloiVoK1Hod_vg,"MOVIEBOX controls the largest UK Bhangra catalogue in the world and controls major labels and their catalogues such as Kamlee Records, Multitone Records, Roma Music Bank, Genie Records, Roma II, Serious Records, Kizmet Records & Silver Stre"
UCjZAHQaLZZkGMTnypY8OqLg,205000.0,,Jeet Records,Jeet Records,Jeet Records,https://www.youtube.com/channel/UCjZAHQaLZZkGMTnypY8OqLg,"We provide enviroment, to them who holds potential to turn up their dreams into reality. “Music is the strongest form of magic.” Jeet Records is a music company for Punjabi Music Industry. So, all music lovers who believe in magic of music "
UCx5iVAK6xws0urAeHrsZ0wA,2270000.0,,Jjust Music,Jjust Music,Jjust Music,https://www.youtube.com/channel/UCx5iVAK6xws0urAeHrsZ0wA,"The one stop destination for everything to do with just music, freedom to create and consume nothing but the best that music has to offer. The label that is unapologetically mass and proudly indie! Join us to the to experience our music, sh"
UCHHwyKchJdysRdyXxpLnxGQ,13900.0,,Shan E Punjab Arts Club,Shan E Punjab Arts Club,Shan E Punjab Arts Club,https://www.youtube.com/channel/UCHHwyKchJdysRdyXxpLnxGQ,"Shan - E - Punjab was founded in 2008 by a group of passionate bhangra and giddha devotees, all of whom have countless years of practice and knowledge under there belt. The joint passion of culture, heritage and musical art was combined to "
UCHQs2CeRn6-uD8MfXFBJhkA,13000.0,,Malkeet Rauni,Malkeet Rauni,Malkeet Rauni,https://www.youtube.com/channel/UCHQs2CeRn6-uD8MfXFBJhkA,
UCo7nb8spsvod1Mx3J8eKiNA,3750000.0,,Gem Tunes Punjabi,Gem Tunes Punjabi,Gem Tunes Punjabi,https://www.youtube.com/channel/UCo7nb8spsvod1Mx3J8eKiNA,Gem Tunes Punjabi is Owned by Gem Records Entertainment private limited . Gem Tunes Punjabi founded by one of the Haryanvi's leading Music Producer Mr. Rao Inderjeet Singh and is promoted brands by Gem Tunes. Gem Records Entertainment priva
UC1Evb1sw6Y-BriutiG2HsUQ,1450000.0,,R R Records,R R Records,R R Records,https://www.youtube.com/channel/UC1Evb1sw6Y-BriutiG2HsUQ,This is the Official Channel (RR Records) Youtube Label of Ranjiv Singla Productions Ranjiv Singla Productions is a Renowned Production's House & has Produced Movie named:- 🎥 Laavaan Phere 🎥 Mindo Taseeldarni 🎥 Kuriyan jawan Bapu Preshaan 🎥
UCbjoSN0Cj9mS9tXutgpu_XQ,116000.0,,Sidhu Brothers Entertainment,Sidhu Brothers Entertainment,Sidhu Brothers Entertainment,https://www.youtube.com/channel/UCbjoSN0Cj9mS9tXutgpu_XQ,Sidhu Brothers Entertainment Official Youtube Channel. Please do share and Subscribe to our official channel for exciting upcoming Projects ✅ Subscribe: https://youtube.com/SidhuBrothersEntertainment​
UCLf05YJy2KwvMLXUCHnCbdw,53200.0,,FATEH SINGH,FATEH SINGH,FATEH SINGH,https://www.youtube.com/channel/UCLf05YJy2KwvMLXUCHnCbdw,
UCQJaKqD1sVv4sKRe1UYkmyw,2030.0,,Tabla Taal's,Tabla Taal's,Tabla Taal's,https://www.youtube.com/channel/UCQJaKqD1sVv4sKRe1UYkmyw,"Welcome to Tabla Taals! This is the place for Indian classical music. There are many different taals and rhythms, like Teentaal, Jhaptaal, Kharwataal, Addhataal, Tilwarataal, Deepchanditaal, Jhumrataal, Adachutaal, Dhamaartaal, Ektaal, Chau"
UClpvRNiI-yitgJb2yxq5CHg,2710.0,,Positive think,Positive think ,Positive think,https://www.youtube.com/channel/UClpvRNiI-yitgJb2yxq5CHg,"Its My Channel with the name of positive Think Here you will find may useful videos about Funny videos, movies, Entertainment video and shorts and idioms with golden words saying said by Haroon comedy show, Kapil Sharma show, Pakistani come"
UCmHrQcvQQYFjKZS2Ixik95A,14500.0,,Property Drive,Property Drive,Property Drive,https://www.youtube.com/channel/UCmHrQcvQQYFjKZS2Ixik95A,"Property Drive is an online Vlog to give you an overview of the latest chances of investment in Real Estate. We focus on the latest trends in real estate investment to produce opportunities for investors. In case of query, kindly drop me a "
UCQjHoPr0kqN83Mmihy7nsWw,7800000.0,,Fresh Media Records,Fresh Media Records,Fresh Media Records,https://www.youtube.com/channel/UCQjHoPr0kqN83Mmihy7nsWw,"Welcome to the official channel of 'Fresh Media Records' - a one-stop destination for all popular Punjabi music & artists. We have hitmaker tracks by none other than Garry Sandhu & Jasmine Sandlas - Illegal Weapon, Yeah Baby, Sip Sip and ma"
UC8KlAzFi-luP2jo_gRgQk7A,3440000.0,,Rhythm Boyz,Rhythm Boyz,Rhythm Boyz,https://www.youtube.com/channel/UC8KlAzFi-luP2jo_gRgQk7A,Official YouTube Channel of Rhythm Boyz Entertainment
UCS4vkIp_lmB4rvXePyIRedQ,34500.0,,Preet Art,Preet Art,Preet Art,https://www.youtube.com/channel/UCS4vkIp_lmB4rvXePyIRedQ,☬ਵਾਹਿਗੁਰੂ ਜੀ ਕਾ ਖਾਲਸਾ☬ 🙏ਵਾਹਿਗੁਰੂ ਜੀ ਕੀ ਫਤਹਿ ਜੀ🙏 ਰੋਜਾਨਾ ਧਾਰਮਿਕ ਵਿਡਿਉ ਆਪਣੇ ਵਟਸਐਪ ਉੱਤੇ ਪ੍ਰਾਪਤ ਕਰਨ ਲਈ ਇਹ ਨੰਬਰ 🇺🇸 +18126705322 ਆਪਣੇ ਮੋਬਾਇਲ ਵਿੱਚ ਸੇਵ ਕਰੋ ਅਤੇ ਆਪਣਾ ਨਾਮ ਲਿਖ ਕੇ ਮੈਸੇਜ ਭੇਜੋ 🙏 🙏ਨਵੀਆਂ ਨਵੀਆਂ ਧਾਰਮਿਕ ਵਿਡਿਉ ਦੇ ਲਈ ਪੇਜ ਨੂੰ ਵੱਧ ਤੋਂ ਵੱਧ ਸਪੋਰਟ ਕਰ
UCgfO009hB_847kwL6NQnn-w,9210000.0,,RG Entertainment,RG Entertainment,RG Entertainment,https://www.youtube.com/channel/UCgfO009hB_847kwL6NQnn-w,"""In Cinema, There is no end. There is no beginning. There is only the infinite passion of life"" Royal Gold Entertainment (RG Entertainment) is an Indian motion picture production, distribution and acquisition company. It produces, acquires,"
UCxXFAxEBiWED_0ZqJ0OC1aQ,329.0,,SU₹Tazz beatz,SU₹Tazz beatz ,SU₹Tazz beatz,https://www.youtube.com/channel/UCxXFAxEBiWED_0ZqJ0OC1aQ,"Forever trap beats *""Melody Enthusiast""* Passionate about exploring diverse genres, from soulful ballads to energetic beats. Always on the lookout for new sounds, lyrics that resonate, and artists who push boundaries. Loves discovering hidd"
UCoUpyOMvFgLeJpferQhKdqA,1170.0,,Inspect cinema,Inspect cinema,Inspect cinema,https://www.youtube.com/channel/UCoUpyOMvFgLeJpferQhKdqA,"Hi Viewers:! Welcome to in my YouTube channel ! ~|Inspect Cinema|~ Friends, you have all the stories of cinemas I will tell you about Which film has become more popular and who? C film has become less popular And I will also tell you how mu"
UCw7BCs0oaZP8DtRrPsE4KBQ,75200.0,,success To way,success To way ,success To way,https://www.youtube.com/channel/UCw7BCs0oaZP8DtRrPsE4KBQ,💫 Welcome to success to way हम आप सभी का succes to way YouTube channel पर स्वागत करते है जितने वाले कुछ अलग चीज़े नहीं करते बस वो चीज़ो को अलग तरीके से करते हैं !! Sponsors HERE ~ sourabhkumawat6377@gmail.com
UCH3FAffJyp6RBYLSZsYnKdQ,968000.0,,Chaupal,Chaupal,Chaupal,https://www.youtube.com/channel/UCH3FAffJyp6RBYLSZsYnKdQ,"🎥 Welcome to the Official YouTube Channel of CHAUPAL – Punjab da Sab ton Wadda OTT App! 💥 Ki Tussi ho ready binge karan lai? 😎 Chaupal te milu sab kuch – blockbuster movies jiven Jatt & Juliet 3, Shinda Shinda No Papa, Oye Bhole Oye, Carry "
UCFr34yFvuUCpBmLTYnxAh-Q,152000.0,,Sonu kaur Rupinder,Sonu kaur Rupinder ,Sonu kaur Rupinder,https://www.youtube.com/channel/UCFr34yFvuUCpBmLTYnxAh-Q,Love you Bebe Bapu ❤️😍 My hubby ji deep ❤️🧿😘
